ID,POS,#,Name,Nickname,Age,NAT,COB,HT,WT,B,T,Schl,CommSch,COMP,HSC,PIT,G/F,VELO,Slot,PT,G,Starts,PA,AB,H,2B,3B,HR,RBI,R,BB,SO,EBH,AVG,OBP,SLG,RC,RC/27,ISO,wOBA,OPS,BABIP,WPA,WAR,PI/PA,SB,CS,GP,GS,W,L,SV,BS,HLD,IP,HA,HRA,R,ER,BB,K,ERA,BABIP,WHIP,RA/9,HR/9,H/9,BB/9,K/9,K/BB,QS,CG,SHO,GO%,FIP,WPA,WAR,rWAR,DEM,Sign,SctAcc,Year,Notes
34593,SP,98,BOBBY ROE,,16,USA,"Long Branch, NJ","6' 0""",150 lbs,Right,Right,Bath,-,Average,HS Sophomore,4,NEU,84-86 Mph,Normal (3/4),Normal,7,7,39,36,15,7,0,0,9,13,0,4,7,0.417,0.417,0.611,8.5,8.9,0.194,0.407,1.028,0.469,0,0.3,0,4,2,12,12,7,2,0,0,0,90.2,80,1,30,28,40,87,2.78,0.289,1.32,11.9,0.1,7.9,4,8.6,2.2,0,0,0,0,2.75,0,2.8,2.9,Slot,Extremely Hard,Average,1935,
34025,CF,10,BOBO GRAHAM,,18,USA,"Wabash, IN","5' 11""",170 lbs,Right,Right,Minnesota Tech,-,Good,CO Freshman,1,FB,80-83 Mph,Normal (3/4),Normal,41,41,205,180,56,7,1,0,23,45,22,6,8,0.311,0.389,0.361,31.2,6.2,0.05,0.342,0.75,0.322,0,0.4,0,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35356,SP,15,BRUCE MARTON,,20,USA,"Wilmington, DE","6' 1""",180 lbs,Left,Right,Opelika State,-,Great,CO Sophomore,4,NEU,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,5,7,0,0,0,112.2,139,13,99,97,105,50,7.75,0.318,2.17,19.7,1,11.1,8.4,4,0.5,0,0,0,0,6.66,0,-1.7,-2.3,Slot,Extremely Hard,Average,1935,
35465,RF,13,BUCK SWAN JR.,,15,USA,"Pittsburgh, PA","5' 11""",160 lbs,Left,Left,Parkrose,-,Average,HS Sophomore,1,NEU,80-83 Mph,Over the Top,Normal,23,23,119,98,47,13,1,0,27,33,14,2,14,0.48,0.538,0.633,38.2,17.2,0.153,0.495,1.171,0.475,0,1.9,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
37792,C,15,BUCK TABOR,,17,USA,"Honolulu, HI","6' 2""",200 lbs,Left,Right,Pahala,Bayside University,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,23,23,117,101,42,12,1,0,22,34,11,3,13,0.416,0.466,0.554,28.2,11.9,0.139,0.438,1.02,0.416,0,1.2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
34070,SP,6,BUCKY PALMER,,16,USA,"Brazil, IN","5' 11""",150 lbs,Right,Right,Paoli,-,Average,HS Sophomore,3,NEU,84-86 Mph,Sidearm,Normal,9,9,48,42,15,3,0,0,13,13,2,2,3,0.357,0.383,0.429,7.6,6.5,0.071,0.348,0.812,0.357,0,0.1,0,5,2,14,14,9,1,0,0,0,105,80,2,24,23,36,128,1.97,0.277,1.1,10.1,0.2,6.9,3.1,11,3.6,0,0,0,0,2.1,0,4.4,4.8,Slot,Extremely Hard,Average,1935,
35716,LF,28,BUD GRIFFITH,,18,USA,"Muscatine, IA","5' 11""",175 lbs,Right,Right,Muscatine,Bluegrass State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,22,22,112,91,41,12,1,0,26,33,15,4,13,0.451,0.532,0.604,32.9,15.3,0.154,0.482,1.137,0.466,0,1.6,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35456,SP,82,BUNNY EDWARDS,SPACEMAN,19,USA,"Kansas City, MO","5' 7""",145 lbs,Right,Right,Red River State,-,Good,CO Sophomore,3,EX GB,84-86 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,7,2,0,0,0,98,86,1,27,26,26,97,2.39,0.321,1.14,10.4,0.1,7.9,2.4,8.9,3.7,0,0,0,0,2.18,0,3.8,3.6,Slot,Extremely Hard,Average,1935,
34582,SP,1,BUTCH CAMPBELL,,16,USA,"Boston, MA","6' 0""",145 lbs,Right,Right,Hartford,-,Average,HS Sophomore,3,NEU,87-89 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,2,0,0,0,60.1,47,1,16,15,23,74,2.24,0.291,1.16,10.9,0.1,7,3.4,11,3.2,0,0,0,0,2.26,0,2.2,2.3,Slot,Extremely Hard,Average,1935,
35257,C,17,CAL RIERSON,,16,USA,"Los Angeles, CA","6' 2""",190 lbs,Right,Right,Manual Arts,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,23,23,115,98,40,12,2,0,24,28,11,4,14,0.408,0.487,0.571,29.3,13.2,0.163,0.461,1.058,0.421,0,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35441,SP,24,CAL ROE,,20,USA,"Riverside, CA","5' 10""",155 lbs,Right,Right,Valley State,-,Good,CO Sophomore,4,NEU,85-87 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,7,3,0,0,0,96,88,3,34,32,33,84,3,0.307,1.26,11.5,0.3,8.3,3.1,7.9,2.5,0,0,0,0,2.95,0,2.7,2.7,Slot,Extremely Hard,Average,1935,
34567,SP,1,CARL VARN,,15,USA,"Boston, MA","5' 9""",135 lbs,Switch,Right,Danvers,-,Average,HS Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,5,5,29,26,11,5,2,0,11,9,0,5,7,0.423,0.444,0.769,6.9,8.8,0.346,0.471,1.214,0.524,0,0.4,0,7,4,12,7,3,2,0,0,0,52.1,47,2,22,19,27,41,3.27,0.262,1.41,13.1,0.3,8.1,4.6,7.1,1.5,0,0,0,0,3.79,0,0.8,1,Slot,Extremely Hard,Average,1935,
34456,SP,18,CARLOS CORNEJO,,20,MEX,"Tecamac, MéX","5' 10""",165 lbs,Right,Right,Amarillo Methodist,-,Good,CO Junior,4,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,3,6,0,0,0,98.1,114,11,64,60,52,48,5.49,0.3,1.69,15.3,1,10.4,4.8,4.4,0.9,0,0,0,0,5.29,0,-0.1,-0.2,Slot,Normal,Average,1935,
35608,SP,24,CHARLEY VINCENT,,18,USA,"Wilkinsburg, PA","6' 0""",160 lbs,Right,Right,Andover,Whitney College,Average,HS Senior,3,NEU,83-85 Mph,Over the Top,Normal,25,25,129,124,45,11,1,0,27,31,2,6,12,0.363,0.367,0.468,21.6,6.8,0.105,0.359,0.835,0.375,0,0.5,0,6,3,13,13,8,1,0,0,0,102,79,3,30,26,48,94,2.29,0.242,1.25,11.2,0.3,7,4.2,8.3,2,0,0,0,0,3.15,0,2.6,3.7,Slot,Extremely Hard,Average,1935,
33978,2B,19,CHARLIE ADAMS,,15,USA,"Dayton, OH","5' 8""",140 lbs,Right,Right,Oakwood,-,Average,HS Freshman,1,FB,80-83 Mph,Sidearm,Normal,25,25,129,105,47,11,1,0,24,38,18,5,12,0.448,0.543,0.571,36.4,16.1,0.124,0.492,1.114,0.465,0,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34221,SP,23,CHARLIE ASHMORE,,15,USA,"Derby, CT","6' 1""",155 lbs,Right,Right,Kearny,-,Average,HS Freshman,6,GB,83-85 Mph,Normal (3/4),Groundballer,24,24,120,118,50,13,1,0,30,40,1,5,14,0.424,0.433,0.551,27.9,10.8,0.127,0.43,0.984,0.442,0,1.2,0,3,2,12,12,8,0,0,0,0,92,68,1,18,15,22,106,1.47,0.267,0.98,8.8,0.1,6.7,2.2,10.4,4.8,0,0,0,0,1.75,0,4.4,4.6,Slot,Extremely Hard,Average,1935,
34305,CF,34,CHARLIE GAINEY,CHIEF,18,USA,"Chicago, IL","5' 7""",135 lbs,Right,Right,St. Rita,Macon State,Average,HS Senior,1,FB,80-83 Mph,Over the Top,Normal,22,22,110,96,43,13,5,0,27,30,10,6,18,0.448,0.509,0.688,36.3,16.3,0.24,0.508,1.197,0.473,0,1.8,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Normal,Average,1935,
34458,SP,10,CHARLIE HAMILTON,,20,USA,"Oswego, NY","5' 10""",165 lbs,Right,Right,Narragansett,-,Average,CO Junior,3,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,3,5,0,0,0,75,77,8,40,37,37,51,4.44,0.29,1.52,13.7,1,9.2,4.4,6.1,1.4,0,0,0,0,4.71,0,0.4,0.6,Slot,Very Easy,Average,1935,
35549,SP,22,CHARLIE RHODES,,21,USA,"Saginaw, MI","5' 10""",165 lbs,Left,Left,Whitney College,-,Great,CO Junior,3,NEU,84-86 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,3,6,0,0,0,92.2,102,8,49,48,41,54,4.66,0.304,1.54,14.1,0.8,9.9,4,5.2,1.3,0,0,0,0,4.55,0,0.6,0.8,Slot,Normal,Average,1935,
36515,SP,24,CHARLIE WHEELER,,20,USA,"East Palo Alto, CA","5' 7""",145 lbs,Left,Right,Rainier College,-,Great,CO Junior,5,EX GB,84-86 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,5,2,0,0,0,76.2,82,0,30,29,25,39,3.4,0.317,1.4,12.6,0,9.6,2.9,4.6,1.6,0,0,0,0,3.16,0,1.9,1.8,$700 ,Hard,Average,1935,
34427,SP,30,CHARLIE YORK,,18,USA,"Alhambra, CA","6' 3""",170 lbs,Right,Right,Long Beach,Whitney College,Average,HS Senior,3,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,4,2,0,0,0,81,75,3,35,32,46,37,3.56,0.243,1.49,13.7,0.3,8.3,5.1,4.1,0.8,0,0,0,0,4.55,0,0.4,1.4,Slot,Hard,Average,1935,
34498,SP,2,CHRIS CLETO,,16,USA,"Big Spring, TX","5' 9""",140 lbs,Left,Left,Sweetwater,-,Average,HS Sophomore,3,NEU,88-90 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,2,0,0,0,84.2,76,4,25,23,20,85,2.44,0.289,1.13,10.4,0.4,8.1,2.1,9,4.3,0,0,0,0,2.59,0,2.9,3,Slot,Extremely Hard,Average,1935,
36622,SP,13,CLARENCE LINDEN,BUSTER,21,USA,"Apollo, PA","5' 9""",150 lbs,Right,Right,Frankford State,-,Great,CO Junior,5,EX GB,84-86 Mph,Sidearm,Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,6,4,0,0,0,92.1,96,3,39,38,37,50,3.7,0.297,1.44,13.1,0.3,9.4,3.6,4.9,1.4,0,0,0,0,3.77,0,1.6,1.9,Slot,Hard,Average,1935,
35477,SP,14,CLINT HAMILTON,,17,USA,"Brooklyn, NY","5' 9""",150 lbs,Right,Right,South Shore,North Carolina Tech,Average,HS Senior,4,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,5,2,0,0,0,75.2,67,3,25,21,24,70,2.5,0.272,1.2,10.8,0.4,8,2.9,8.3,2.9,0,0,0,0,2.82,0,2.2,2.2,Slot,Extremely Hard,Average,1935,
35421,SP,3,CONNIE REEVES,,17,USA,"Millvale, PA","5' 7""",135 lbs,Left,Left,Mt. Lebanon,-,Average,HS Junior,3,NEU,86-88 Mph,Normal (3/4),Normal,7,7,38,32,11,7,1,0,10,10,0,4,8,0.344,0.333,0.625,6.6,6.3,0.281,0.36,0.958,0.355,0,0.2,0,4,2,14,9,4,2,0,0,0,65,52,2,25,22,41,58,3.05,0.249,1.43,13.2,0.3,7.2,5.7,8,1.4,0,0,0,0,3.8,0,1,1.5,Slot,Extremely Hard,Average,1935,
33898,SP,24,CORKY WELCH,,15,USA,"Cleveland, OH","5' 5""",120 lbs,Right,Right,East,-,Average,HS Freshman,3,NEU,83-85 Mph,Over the Top,Normal,8,8,44,37,14,4,1,0,11,11,1,3,5,0.378,0.381,0.541,7.9,6.9,0.162,0.366,0.921,0.378,0,0.2,0,7,3,17,10,6,1,0,0,0,82,61,2,20,17,24,99,1.87,0.267,1.04,9.7,0.2,6.7,2.6,10.9,4.1,0,0,0,0,2.09,0,3.2,3.3,Slot,Extremely Hard,Average,1935,
35488,3B,2,CY CONOVER,,18,USA,"Bay City, MI","5' 11""",170 lbs,Right,Right,Central,Maryland State,Average,HS Senior,1,FB,80-83 Mph,Normal (3/4),Normal,27,27,135,116,54,13,2,0,29,49,13,3,15,0.466,0.519,0.612,39.1,14.1,0.147,0.483,1.131,0.47,0,2,0,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
34159,SP,14,DALLAS HALL,,17,USA,"St. Paul, MN","6' 3""",180 lbs,Left,Right,Bird Island,-,Average,HS Junior,4,NEU,85-87 Mph,Normal (3/4),Normal,22,22,114,106,40,8,0,0,22,36,6,8,8,0.377,0.407,0.453,20.6,7.7,0.075,0.378,0.86,0.404,0,0.6,0,10,4,14,14,7,4,0,0,0,107.2,96,4,35,33,43,68,2.76,0.247,1.29,11.8,0.3,8,3.6,5.7,1.6,0,0,0,0,3.67,0,2,3.5,Slot,Extremely Hard,Average,1935,
34186,SP,11,DAN ADAMS,BUCKY,20,USA,"Indianapolis, IN","5' 11""",170 lbs,Right,Right,Central Kentucky,-,Great,CO Sophomore,3,NEU,85-87 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,7,5,0,0,0,111.1,118,5,48,45,34,72,3.64,0.315,1.37,12.4,0.4,9.5,2.7,5.8,2.1,0,0,0,0,3.43,0,2.4,2.2,Slot,Extremely Hard,Average,1935,
35314,CF,19,DAN BAKER,,16,USA,"St. Louis, MO","5' 11""",165 lbs,Right,Right,Lebanon,-,Average,HS Junior,1,NEU,80-83 Mph,Normal (3/4),Normal,21,21,109,90,36,7,2,0,22,29,14,5,9,0.4,0.491,0.522,25.4,11.8,0.122,0.437,1.013,0.424,0,1.2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35265,CL,20,DAN CARPENTER,,20,USA,"Norwood, OH","5' 11""",165 lbs,Switch,Right,Central Kentucky,-,Great,CO Sophomore,2,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,3,6,0,0,0,91.1,99,13,64,61,61,78,6.01,0.319,1.75,16.1,1.3,9.8,6,7.7,1.3,0,0,0,0,5.44,0,-0.3,-0.7,Slot,Extremely Hard,Average,1935,
34436,SP,11,DAN RIVARD,CANUCK,20,CAN,"Coquitlam, BC","5' 10""",170 lbs,Left,Right,Campion,-,Good,CO Junior,3,EX GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,6,3,0,0,0,95,89,0,33,29,31,61,2.75,0.294,1.26,11.4,0,8.4,2.9,5.8,2,0,0,0,0,2.89,0,2.7,2.7,$2k,Normal,Average,1935,
37906,SP,34,DANNY CLARK,,20,USA,"Owosso, MI","5' 10""",160 lbs,Right,Right,Northern Mississippi,-,Great,CO Junior,4,GB,86-88 Mph,Over the Top,Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,4,5,0,0,0,100.1,112,7,47,45,26,60,4.04,0.317,1.38,12.6,0.6,10,2.3,5.4,2.3,0,0,0,0,3.75,0,1.7,1.5,Slot,Hard,Average,1935,
35376,SP,20,DANNY GOMEZ,,20,USA,"Seattle, WA","6' 0""",175 lbs,Right,Right,Lane State,-,Great,CO Sophomore,4,NEU,86-88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,4,8,0,0,0,111.1,130,13,60,57,32,53,4.61,0.305,1.46,13.1,1.1,10.5,2.6,4.3,1.7,0,0,0,0,4.63,0,0.7,0.9,Slot,Extremely Hard,Average,1935,
34486,SP,11,DANNY HERN,,18,USA,"Morton, PA","6' 0""",160 lbs,Left,Left,Morton,Petersburg,Average,HS Senior,4,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,7,3,0,0,0,101.2,87,3,27,23,22,92,2.04,0.268,1.07,9.8,0.3,7.7,1.9,8.1,4.2,0,0,0,0,2.48,0,3.6,4.1,Slot,Extremely Hard,Average,1935,
34638,SP,22,DAVE HUNT,,16,USA,"West New York, NJ","5' 9""",135 lbs,Right,Left,Slatington,-,Average,HS Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,4,1,0,0,0,61,50,2,15,12,10,51,1.77,0.247,0.98,9,0.3,7.4,1.5,7.5,5.1,0,0,0,0,2.5,0,2,2.4,Slot,Extremely Hard,Average,1935,
34499,SP,47,DAVE LAVALLEE,,15,CAN,"Vaughan, ON","5' 11""",145 lbs,Right,Right,Chattanooga,-,Average,HS Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,9,9,47,45,17,4,1,0,13,15,1,7,5,0.378,0.383,0.511,9,7.8,0.133,0.384,0.894,0.436,0,0.3,0,5,2,15,15,10,1,0,0,0,111.2,94,3,35,31,47,83,2.5,0.244,1.26,11.4,0.2,7.6,3.8,6.7,1.8,0,0,0,0,3.33,0,2.6,3.8,Slot,Extremely Hard,Average,1935,
35501,SP,1,DAVE REEVES,,21,USA,"New York, NY","5' 10""",170 lbs,Switch,Right,Miami State,-,Great,CO Junior,4,GB,85-87 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,4,4,0,0,0,82,84,5,40,37,32,59,4.06,0.315,1.41,13.1,0.5,9.2,3.5,6.5,1.8,0,0,0,0,3.83,0,1.3,1.1,Slot,Normal,Average,1935,
34767,SP,4,DAVE VOLPE,,16,USA,"Portland, OR","5' 11""",155 lbs,Left,Left,Orchards,-,Average,HS Sophomore,3,NEU,84-86 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,7,2,0,0,0,87.2,59,0,13,11,17,104,1.13,0.254,0.87,7.9,0,6.1,1.7,10.7,6.1,0,0,0,0,1.44,0,4.7,5,Slot,Extremely Hard,Average,1935,
34066,SP,2,DEL THOMAS,,19,USA,"Los Angeles, CA","6' 1""",190 lbs,Right,Left,Hempstead,-,Good,CO Freshman,4,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,7,6,0,0,0,113.2,117,5,58,55,60,86,4.35,0.318,1.56,14.3,0.4,9.3,4.8,6.8,1.4,0,0,0,0,3.92,0,1.7,1.3,Slot,Extremely Hard,Average,1935,
34215,SP,16,DICK KAHLER,,16,USA,"Los Angeles, CA","5' 10""",145 lbs,Switch,Right,Inglewood,-,Average,HS Sophomore,4,NEU,83-85 Mph,Over the Top,Normal,21,21,108,103,38,9,0,0,22,27,1,9,9,0.369,0.364,0.456,17.5,6.6,0.087,0.352,0.821,0.392,0,0.3,0,6,3,16,8,4,1,1,0,0,69.2,49,0,13,9,10,85,1.16,0.271,0.85,8,0,6.3,1.3,11,8.5,0,0,0,0,1.32,0,3.5,3.3,Slot,Extremely Hard,Average,1935,
33951,SP,6,DICK LAMB,,15,USA,"Madison, NJ","5' 10""",140 lbs,Right,Right,Madison,-,Average,HS Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,22,22,110,104,40,5,0,0,24,36,2,8,5,0.385,0.394,0.433,18.2,6.8,0.048,0.363,0.827,0.408,0,0.4,0,10,5,14,14,9,1,0,0,0,112,92,6,32,28,35,106,2.25,0.248,1.13,10.2,0.5,7.4,2.8,8.5,3,0,0,0,0,2.94,0,3.2,4.2,Slot,Extremely Hard,Average,1935,
34030,SP,22,DICK MCCORMICK,,15,USA,"Brawley, CA","6' 0""",155 lbs,Right,Right,Brawley,-,Average,HS Sophomore,4,NEU,83-85 Mph,Over the Top,Normal,24,24,122,116,40,10,1,0,23,28,1,11,11,0.345,0.353,0.448,18.6,6.1,0.103,0.34,0.801,0.377,0,0.3,0,7,3,14,14,9,1,0,0,0,101.1,74,1,17,16,23,136,1.42,0.282,0.96,8.7,0.1,6.6,2,12.1,5.9,0,0,0,0,1.35,0,5.6,5.5,Slot,Extremely Hard,Average,1935,
34194,SP,35,DICK MILES,,19,USA,"Detroit, MI","5' 6""",145 lbs,Right,Right,Columbia Military Academy,-,Great,CO Freshman,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,3,6,0,0,0,98,116,11,68,67,61,44,6.15,0.306,1.81,16.5,1,10.7,5.6,4,0.7,0,0,0,0,5.72,0,-0.6,-0.6,Slot,Extremely Hard,Average,1935,
34139,RP,28,DICK REAUME,,19,USA,"Caldwell, NJ","6' 0""",170 lbs,Right,Right,Eastern State,-,Great,CO Sophomore,3,NEU,83-85 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,1,13,0,0,40.1,41,6,22,19,14,37,4.24,0.307,1.36,12.3,1.3,9.1,3.1,8.3,2.6,0,0,0,0,4.34,0,0,-0.1,Slot,Extremely Hard,Average,1935,
35237,SP,25,DIXIE DENNIS,,16,USA,"Louisville, KY","6' 0""",155 lbs,Left,Left,Mahanoy City,-,Average,HS Junior,3,GB,84-86 Mph,Normal (3/4),Groundballer,9,9,48,42,15,7,2,0,11,12,1,4,9,0.357,0.378,0.619,9.7,8.2,0.262,0.389,0.997,0.385,0,0.3,0,1,1,14,14,7,3,0,0,0,103.1,79,1,29,25,43,124,2.18,0.282,1.18,10.9,0.1,6.9,3.7,10.8,2.9,0,0,0,0,2.26,0,4,3.9,Slot,Extremely Hard,Average,1935,
35412,SP,17,DOC MANNING,,20,USA,"Los Angeles, CA","5' 10""",155 lbs,Right,Right,Coastal California,-,Great,CO Sophomore,4,NEU,86-88 Mph,Normal (3/4),Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,3,6,0,0,0,98,104,12,54,52,42,83,4.78,0.321,1.49,13.6,1.1,9.6,3.9,7.6,2,0,0,0,0,4.44,0,0.8,0.6,Slot,Extremely Hard,Average,1935,
37254,SP,15,DOC SMITH,,20,USA,"Los Angeles, CA","5' 7""",145 lbs,Left,Left,Coastal California,-,Great,CO Junior,5,EX GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,5,3,0,0,0,89,96,2,39,35,26,23,3.54,0.284,1.37,12.4,0.2,9.7,2.6,2.3,0.9,0,0,0,0,3.89,0,1.3,1.6,Slot,Normal,Average,1935,
34037,SP,18,DOC WILSON,,18,USA,"Chicago, IL","6' 0""",165 lbs,Right,Right,Worthington College,-,Fair,CO Freshman,3,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,4,7,0,0,0,112.2,117,12,65,61,66,79,4.87,0.289,1.62,14.7,1,9.3,5.3,6.3,1.2,0,0,0,0,4.97,0,0.3,0.5,Slot,Extremely Hard,Average,1935,
34580,CF,1,DOM EMERSON,,16,USA,"Chicago, IL","5' 10""",150 lbs,Left,Right,Joliet,-,Average,HS Sophomore,1,FB,80-83 Mph,Normal (3/4),Normal,26,26,130,112,46,7,2,0,27,37,9,6,9,0.411,0.469,0.509,30.9,11,0.098,0.431,0.978,0.422,0,1.3,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slot,Extremely Hard,Average,1935,
35604,SP,80,DON FLUHARTY,,18,USA,"Dayton, OH","6' 1""",170 lbs,Switch,Right,Hillsboro,Collingwood College,Average,HS Senior,3,GB,83-85 Mph,Normal (3/4),Groundballer,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,4,1,1,0,0,65,49,1,15,11,15,68,1.52,0.264,0.98,8.9,0.1,6.8,2.1,9.4,4.5,0,0,0,0,2,0,2.6,2.7,Slot,Extremely Hard,Average,1935,
33935,SP,13,DON GREEN,,15,USA,"New York, NY","5' 9""",135 lbs,Switch,Right,Roosevelt,-,Average,HS Freshman,3,NEU,84-86 Mph,Normal (3/4),Normal,26,26,133,128,47,11,1,0,27,42,1,9,12,0.367,0.377,0.469,22.5,7.1,0.102,0.362,0.846,0.395,0,0.5,0,3,2,15,15,10,1,0,0,0,112.1,94,2,24,23,22,98,1.84,0.263,1.03,9.3,0.2,7.5,1.8,7.9,4.5,0,0,0,0,2.27,0,4.4,5.3,Slot,Extremely Hard,Average,1935,
34082,SP,34,DUD LEARY,,19,USA,"Naugatuck, CT","6' 4""",200 lbs,Switch,Right,North Carolina Tech,-,Great,CO Freshman,4,NEU,83-85 Mph,Over the Top,Normal,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,5,8,0,0,0,130.1,145,5,70,69,71,69,4.76,0.318,1.66,15,0.3,10,4.9,4.8,1,0,0,0,0,4.3,0,1.3,1.1,Slot,Extremely Hard,Average,1935,
